stars,text
4,"Proper Irish  to the point that as an Englishman who grew up in the 70s and 80s I always feel a bit unwelcome. But that is definitely me, not them, so we come here often and if you want guinness, irish stew or great soup it's really good here. They also run a briliant Quiz night and often have irish music going on."
4,"It's a wonderful, quaint little restaurant.  The staff was friendly and helpful with understanding the menu.  My German is nonexistent.  The entrees change weekly and the dish I ordered was full of flavor.  The appetizers were authentic and tasty.  Overall it is a nice place."
4,"Found my coffee joint in Hamburg!! Tons of space. Great light hip vibes. Amazing coffee at amazing prices. Whether it's to meditate on your beans, get work done, or meet up for a chat, this is the joint. They source from Five Elephant and some other roasters! This place is the real deal! Hit this place up. Foreigners are welcome hahahaha.. I think? Friendly staff and people."
3,"I happened across this place the other night after coming out of a flat viewing. I have to say the outside looks a bit circumspect, but I noticed that every table outside was taken, so I thought it couldn't be that bad. We sat by a window table inside instead, which was actually as good as being outside but not as cold, and had the filet steak, and a (forgive my spelling) schnitzel. The food wasn't bad at all, the service was great, and the beer was nice too. So all in all, it's not bad! (forgot to mention - apparently they have DJs on here too - but don't know what they're like!)"
4,"These type of traditional places are disappearing quickly...don't miss this one. Close to the Hauptbahnhof, great for a quick meal and a beer!"
4,"This cute little restaurant serves an amazing breakfast! You can choose between elk salami, boiled eggs with caviar cream, semolina pudding with fruit and various other delicious things! The prices are reasonable and the staff is friendly. Reservation recommended!"
3,"We had a nice dinner in this Turkish restaurant yesterday night. Everything started kind of meh because we had to go tell Ikea to f****** deliver all the stuff that they should have delivered. But this is a story that I'll tell in a separate review. Once we were out of the blue monster, we were in need of some sustenance. I remembered walking past this large Turkish restaurant which looked promising, so I brought us there. The location is right next to the Altona Bahnhof, so convenient to come with the S1.Even though the restaurant was quite busy, we were seated right away. All the dishes on the menu have pictures, so just point to whatever looks good. For me it was the Döner Teller mit Kalb for € 8,50. There was no beer on the menu (or I couldn't find it), so I picked the closest thing, a big Apfelschorle. It certainly looked like a beer when it arrived with a nice beer head.The food was very tasty. The Döner meat was grilled and tasty and all the sides (yogurt, tomato, cucumber, onion, rice, etc.) were very good as well. There was plenty of food, enough to make me wonder whether I should take some home. But I powered on and finished my whole plate.Service was nice and attentive, I just wished our drinks arrived a little bit faster than they did."
2,"As a New Yorker, I had to try a hamburger in Hamburg.  Fast food taken to a higher level.  The decor was modern and stylish, with great music and no paper/styrofoam here, real plates and flatware.The burger was good, not great or memorable, as were the sides.  Overall, a good experience and much better than any fast food alternative.  If you are looking for a quick, yet stylish, burger meal, this is a must try."
4,"This place has great coffee! The food was fresh and quick and very reasonably priced. The staff were friendly and efficient. Plus, they allow dogs!"
2,The food is good.. but it takes too long to get the food .  Don't go there too hungry! You might start pulling your hair
3,Very nice Thai restaurant in the Hafencity! Interior is nice and cosy.The menu is great and not too many dishes on there so one can keep a good overview :-)Worth a try
4,"Delicious German food our beautifully rustic atmosphere. We had the Rinderroulade and Pannfisch, which both were delicious.The staff is super friendly and helpful. Added with a bit of luck you also get to meet the house's dog."
3,"I ordered vegetarian pizza without cheese. It was good, but not heavenly good. I would prefer less tomato sources and more olive oil. But vegan pizzas are not easy to handle. Pizza was served in a shape of heart with really beautiful arrangement of seasonal vegetables on top. Extra points for this. I like a little crazy vibe of the place a lot, cooks   flirting and guests singing together, amazing place for weekend dinner!"
4,best 24 hour tuerkisch place in hamburg! love the service! have been schlepping everyone here since decades. good comfort food right when feeling a cold or flue wanting to creep out of the system!
3,"My roommate loves pasta and she wanted to come along to my last nice dinner with my boyfriend who was visiting for the weekend, so of course I took her recommendation but na klar did not take her along. Ordered the creamy salmon pasta - nice saltiness, perfectly fatty sauce with generous chunks of cooked salmon wrapped inside the noodles. Partner got the simple tomato sauce pasta - it was a bit on the plain side and a bit too salty, particularly with extra Parmesan. The Parmesan in itself was a highlight though - this cute, bright grater that looked like a children's toy was filled to the brim with real Parmesan AND left at our table so we could indulge ad hoc in Parma heaven. We also had some house wine, which was very generous for the price, and the setting was also very cute - I had some doubts about the location, right next to Landungsbrücke, but Pastalozzi is off on a side street and we were the only ones sitting at a dimly lit, dark oak table in the back. Also candles! What romance! Parmagnificent."
2,"I don't know too many vegan places and being vegetarian, I simply enjoyed having the full choice of the menu :-) The dishes are Asian and I was very satisfied with my veggies and cashews in a slightly coconutty sauce. Service is friendly too and even though we had booked for 8, our nine-plus-dog group was accommodated without problems. There is no alcohol but a number of juice and tea options instead. You can even get vegan cakes and icecream. The only drawback - the place could really have been cleaner with some stains on the tablecloth covered by the place mats. Otherwise it's a lovely place, brightly lit and with some quirky decorations making it very cheerful."
3,"Our continued search to find some of the best Neapolitan style pizza in Hamburg led us here. And it's definitely a new favorite for my wife and I. Very good flavor for both pizzas we tried and a tasty and pretty chewy crust as well, however, the crust was slightly thinner and a little bit crisper than I would have liked for a standard Neapolitan pizza.The restaurant is a very spacious area, with a pleasant rustic and warming setting and atmosphere, and with plenty of outdoor seating as well."
3,"We'd ridden the trains all day, toured Hamburg, and were hungry! The Nagel bierstube has great beer (Nagelbrau is a nice dark beer) and good traditional fare. The schnitzel is satisfying and the prices are reasonable. You could do a lot worse and walk a lot further. I was very happy, and so was my partner. Also, they have a full bar!"
3,"This is a very cozy and nice place to hang out and grab some food with friends. They have great vegetarian/vegan choices and are a good pick for people who like the middle-eastern cuisine. Unfortunately they were out of a few things that I wanted to try when we were there but my overall experience was still good. The prices are very good, too!"
3,"I really like this place. If I wasn't leaving Hamburg this week, it'd probably become my go-to lunch spot for a relatively healthy yet filling meal. It has a calm vibe and serves mainly German pasta and salad dishes (although not exclusively) and also offers pastries and coffees. There's a daily menu, and I've found the food really fresh tasting. You get served fresh bread with each meal, and the prices are reasonable. Check it out! It's nothing special but a solid place I'd recommend trying for lunch."
4,"Olympisches Feuer doesn't look like much from the outside. The sign looks like a pretty bad relic from the 80s and the menu - superficially - looks even worse. However, don't judge a book by it's cover Olympisches Feuer does some of the best food in the Schanze and does it at a great price. I recommend the Gyros mit Metaxasousse. Yum. On Saturday afternoons they normally do the lunch menu until 3pm, and then you can stay and watch the German football on the flatscreens!"
3,"This place opened recently around the corner from me. I never really went in until a few weeks ago since it was always either closed or seemed closed because of how empty and sterile it looked. Finally managed to get myself to go here for dinner and was surprised at what a wonderful selection they had for vegetarians. Myself, I'm not a tofu fan, but if you are they've got tons of tofu options. I had a Quesadilla which was much too big for me to finish. The price was good and the service was super friendly - the guy at the counter took the time to explain what everything was. 4 stars because this is a good and solid all-around eatery. One star off for how sterile this place feels. I wish they'd up the decor a bit and make it feel a bit more warm and welcoming."
3,Ordered burger champignon and tartufo. Both good. CP - value good. An economic choice in between all touristic places.
4,"The place is my personal Vietnamese heaven. Veggie soup is very tasty and filling. A delicate veggie broth, rice noodles, tofu and green vegetables - that is what you get as a vegetarian/vegan pho option for 7 euros. So worth the money! Another vegan option I can suggest is a noodle salad with tofu. It's very flavorful and refreshing, but ask about fish sauce in advance!   Will come back for sure!"
4,"main place to get food for me. it's cheap, it's tasty and it's fast  what the hell more would you need?"
2,"Your typical Irish bar. Probably the most authentic in Hamburg. Very traditional interior. Dark lighting so a good place to come and hide. Very friendly service. The beer's good. Location is easy to reach right on Grossneumarkt. There's outdoor seating during the warmer months. I've only tested some of their food and it was always good. Nothing spectacular but definitely enjoyable. The only thing I really dislike about this place is that at times it can be really full and there isn't that much seating available inside. Further, service can be a bit slow at times and is often pre-occupied with chatting at the bar as opposed to keeping glasses full. If you're into the Irish thing though a perfect jaunt for you in Hamburg."
4,"I'm from Hamburg and I think it was a lot of fun! I saw a lot of people complaining that they didn't understand much when they went there, because it was all in German. Well, I understand that the flyer is in English too, and if you'd do a little bit of research you""d know that they have English tours on Fridays and Saturdays at 10 am.I took my american boyfriend there and he said he had no problem understanding anything and that he loved it. I just wanted to give the tip that they do have english tours, and you can book the tickets online, they are cheaper and you wont have to wait in the cold or outside. When you know the right tricks you wont ever have to wait and it will be great! Also you always have to pay for pictures wherever you go, like in amusement parks, its just a thing to be expected"
4,"We got there pretty late, probably 30min before closed. Still a lot of people there. It is really popular. I had shrimp pho, and my friend had no 7. Both are pretty good. Wanna try the drinks next time. 很好吃，并不是特别地道但是融合的很不错，下次还会再来。想尝尝喝的，看到别的桌喝的，看起来很好喝"
4,"Simple, small place but food is fantastic. Probably the only Indian in Hamburg which offers authentic food."
2,"I've eaten at vegetarian restaurants a lot and have plenty of experience with them. I was actually on my way to somewhere else that had a good yelp review, when I saw Loving Hut and decided to stop here instead.Figuring out a vegan Vietnamese menu that is written in German when you only speak English is a bit of a challenge. Lots of words like ""tofu"", ""reis"" and ""soja"" were obvious enough. I felt pretty comfortable ordering with my limited understanding of the menu. I got number 29, which was spicy vegetables and tofu (aren't they all? I don't know). It was good. The proprietor spoke enough English to make it work.Prices are reasonable, but its cash only. They do not serve any alcohol at all. Service is pretty slow because there aren't too many people working the (just 2?). Still, I didn't find the wait bad. Just a little noticeable. If I had a bottle of white wine, I might not have noticed the wait at all. Hint hint.The joy of finding a place that serves exclusively vegetarian and vegan foods is diminished somewhat because the food is just so-so. It's not brilliant, but its not at all bad. I thought my order was a little light on tofu. Just 5 or 6 pieces. I asked fir it spicy, though, and i got what i asked for. The appetiser we ordered was something akin to vegetarian breaded fried prawns. They weren't much to speak of."
3,"I stopped in after ready all reviews, I code the Eva's chicken burger with cheese, reminds remoulade  sauce and potatoes,  everything was great, potatoes were cooked perfectly, the chicken burger was perfectly cooked and the best part was the remoulade sauce.  I really recommend this quaint little place."
4,"Really good street food very good Chana bhatura - pretty fast service it's always busy so give yourself some time to find a seat, but I totally recommend i."
4,I haven't found a better place to eat good fish in Hamburg yet. The place is really busy but it is definetly worth waiting for a table. Try the Taschenkrebs 'natural' and the Jakobsmuschel-Spiesse!
3,Pizza Siciliana was great but the pizza Diavola was extremely spicy! I love spicy food but it was too much.
2,"We went to Le Xich Lo for a late Friday lunch.. I had high hopes for this place because I enjoy food from the region and always prefer authentic restaurants.The waitress was not at all friendly. It was quite obvious that she'd rather have a short of break at this time than serve us. I even had to reason with her why I would like to have some more chili sauce.The food wasn't really a highlight either. The soup was luke warm at best and tested boring. For a national dish I'd expected a bit more. As a starter I tried frog legs which weren't impressive either. They were totally over-seasoned and chewy. The 3 stars are for the Mango Curry my wife had, that was actually very tasty. The only plus for this place."
4,"Over the years I have managed to go to the bird every time i am in hamburg. i have been to hamburg many times. and the bird is a highlight. The fries are fresh potatoes and the burgers re ridiculously good. they are fat, mine are bloody red, juicy, and messy. served on an english muffin which is a nice touch. full bar, awesome staff, and punk rock at heart. i have had the steak once- ribeye- and it was great, but the burgers really are the main attraction. lots of choices in preparation, i go basic cheese with an egg (the dumb texan) but the big rock is great, and my vegetarian pals  say the black bean option is killer. the bird is worth your time."
4,"Lovely café with some places downstairs and more upstairs. One room upstairs is furnished like a livingroom of your grandma could be, with some cozy armchairs, sofas, coffee tables and wallpapered walls!I can't tell if the breakfast there is good, because I couldn't snatch a free table. But I assume it really is, because the seats to brunch on a sunday are fully booked two weeks in advance! SO MAKE SURE TO MAKE YOUR RESERVATION EARLY ENOUGH! Tip: if this place is crowded, go to the café called Caffeé Latte. It's just a few metres down the street and not as big as that place. They have some nice breakfasts as well!"
3,"Having moved recently near to this location we finally were able to try it out. I had heard of the place fairly soon after it opened but the opportunity to visit simply didn't present itself. Well, now it had.There has been enough written about this location in German so I won't go into too many specifics. High-end location with lots of windows. Modern design with well spaced out tables. I found the ambiance and seating comfortable. Service was top notch while we were there and everyone who came by out table was extremely professional. The food itself was also top notch. We had sushi and everything was of the best quality and very well prepared. I liked the selection and found the prices to be representative of the quality as well as area. Yes, it's kind of expensive but what do you expect in Eppendorf and when it's Henssler? All in all, a very good experience and we'll be back. I left out one star simply because this place does lack a bit of soul. It's definitely all good in terms of food, service, location etc. but somehow I didn't get the feeling that this is place which will have lots of regulars and will be used as a ""hang out"" for the inside crowd. Somehow Steffen's place down by the docks has a better vibe to it (be that vibe good or bad). Ono just hasn't come into it's own at this point. Maybe it will and if so, I will update my review. Until then, I am looking forward to grabbing sushi here again soon."
3,Sausalitos in Hamburg is situated in Chilehaus which is a very nice old office building. I have heard of Sausalitos from friends in other German cities. We tried some of the cocktails and finger-food. It was pretty good. The atmosphere was very relaxing and the waitresses were nice. Sausalitos is definitely worth a try.
4,This was such an eye opening experience. I would recommend everyone to give this museum a chance and let it show you a different world.
2,"Value for money: far to expensiveService: needs training, to pushyLocation: interestingFood: good to averageBeen there a few more times invited on business expenses, the concept is interesting so is the location, but thats where the good news ends. Food quality and preparation varies and for my taste it's a notch above average. I used to live for several years in Japan and in California and comparing H&H to the benchmark the verdict is a simple one. How to improve: we all know money is made with beverages: Train your staff to stop being pushy. I am the guest and I will let you know if and when I want a new bottle of whatever. Train your staff on products you offer and of course on  the daily menue. To stay polite I will not post the answers I received on simple questions. Yes you have a nice winelist but where is some ""exquisit"" sake to go with ...? Lastly: attitude ... You want to play in the major league? Well you certainly have the right foundation, but there there is plentiful to improve if you really want to get there. Treat EVERY guest with respect not only your so called whatever VIPs. H&H has a good name in Hamburg I was told, but a name I can not eat, smell or drink for that matter. You guys can do far better. At present it is only 3/5 stars with the third one for the potential. Will be there again in late May. Hopefully we can see some kind of improvement."
3,"Monet, Renoir, Degas, Nardin, Valjoux, Rado, and Piaget!And if you were paying attention, you would have noticed that those last four are not French impressionists, they're Swiss watchmakers.Anyway, Kunsthalle is about as much fun as watching paint dry, as visiting this place basically amounts to three hours of watching dry paint. It's a very, very classic art museum. Mostly framed oil works, a little sculpture, a little modern art... not very stimulating to a layperson like me who just doesn't go for this stuff.So I'm not the best person to ask, but I think I can safely say this is a classic, non-interactive, super-quiet, admire-only, hands-off museum. Tickets are reasonably priced, they have student discounts, and all of the captions have English and German. Very Anglo/American friendly."
3,"I brought a group of 9 on a Saturday with a last minute reservation for 8, which normally doesn't work because they're usually full. So I was worried, but it was surprisingly quiet that evening and we got a very nice room to ourselves with room for many more than our single tag-along guest. We were fortunate.But such popularity comes at a cost. I don't remember the prices being so high and the portion sizes so small for dishes which are relatively simple to prepare. €3.50 for a side of Bratkartoffeln. It couldn't have been more than 1 potato. (See photo)The service was excellent, as I expected it would be. Very observant waiters with a sense of humor. Although if you have a problem with your food (my friend didn't like the Pulled Pork Burger -- not enough BBQ flavor, which I agree with) they will look at you surprised and defend it and discuss it and deny it until finally they offer something to compensate. But that's typical of every Hamburg restaurant I've been to in the last 6 years. Even the foreign restaurants adopt this local attitude that nothing can ever be wrong with their food.But I have to reduce my review to 4 stars because, while the food is generally good and the service great (by German standards), they appear to be positioning themselves as something exclusive and gourmet by serving more porcelain than food and then charging an arm and a leg for it -- which would only be justifiable if the dishes were delicacies."
3,"We had a good experience at this restaurant. My husband had the original LABSKAUS and really liked it, I had SCHNITZELS with lemon and ate it all, it was delicious. Service was excellent and in English! The atmosphere was friendly and family oriented, we do recommend this place."
4,"Fabulous food menu changes daily. Today, soup, pasta and chicken and rice with curry tomatoe sauce.  Not a big curry fan but this was fabulous!!!  She sells all kinds of cookbooks too."
3,"Ay Carumba! Casa Franco is so much fun. I came here last night with some friends and I had a great time. For 27 euros you get a four-course meal complete with a flaming scallop starter, fish, more fish, and a delicious dessert. Mmm. The owner of the restaurant is fantastic. He's so attentive to his customers and makes a huge effort to entertain the entire restaurant. We got several free shots of alcohol and the entire restaurant toasts together. The atmosphere is cozy, festive, and lively. There was even a traditional guitar singer that serenaded us twice in the night. My favorite part of my four course meal was the parrot fish and the crème brûlée-like dessert. I'm not sure what it was, but it was GOOD. We also ordered a bottle of wine, which was 22 euros a bottle. I'd say the style of the food was Portuguese fusion. The fun part is that the chef decides what you will eat so you don't have to order your food. The fish that he served us was extremely fresh. I think this is a great place to go with some friends or to celebrate a special occasion like a birthday. At the end of the meal, the owner also gives the ladies a single rose. :) Four solid stars for the food, and 7 stars for the service. I'll most likely be back!"
4,"Headed to luigis after a long day after hearing some really great things about it and i was not disappointed! Me and my dad had a pizza and pasta to share and both were really great. Although there was a little queue to get a seat, it moved really quickly and the wait was definitely worth it. Very reasonably priced pizzas and pastas, and great drinks as well! Definitely will come back!!!"
3,"Oma's pork schnitzel with fried bacon & onion bits is possibly my favourite thing to eat in Hamburg, and as they also serve Duckstein then you can't go wrong with a visit here. The portions also managed to keep 8 very hungry skateboarders appetites sated on my last trip over, and also the veggie option was a winner with our token vegetarian.I try and eat here at least once every visit, and I've also had a good night propping up the bar sampling the beers. Visit!!"
2,"Nice and warm and filled with manily uni students this is a great little place for lunch as it's near the Uni, cheap, fast and effective. Their soup and bread is yummy, filling and a bargin. There's plenty of other things on the menu if soup isn't your thing, pizza, bagels, pasta etc... the coffee is drinkable too."
3,"Great French pastries and good coffee as well! Nice tortellettes and eclairs. Friendly service. Has cute French photos decorating the walls. Is unfortunately a bit too small for my taste (also no toilet)  there were only 2 tables inside, making it more of a Stehcafé where you can stop for a quick yummy French treat. Wish they could expand so you could really enjoy sitting there for a while!Recommended for a short stop in Paris!"
4,best rolls in town! check kleine-konditorei.com
4,"First time in Germany and my boss recomended to visit this place after work. It reminded me of a quaint French Bistro that found its place in Germany. I ordered a glass of wine and the potato and leek soup. The soup was a great consistency and pretty filling. Don't forget the bread that was served, in which I asked for some olive oil. I was brought some sea salt that went well with my bread. If you want to relax with a nice glass of wine afterwork. Try Tati's Bistro!!!!"
4,"Sehr schönes, gemütliches Café/Bistro mit toller Getränke- und Speisekarte im Shenzhen Schanzenviertel. Die Pfannekuchen und Säfte kann ich besonders empfehlen. Preisklasse: mittel, aber definitiv jeden Cert wert!"
3,"This is one of the numerous beach bars in Hamburg and one of my favourites.Yes, beach bars are a thing in Hamburg. We have the water, but no sand to go with it, so we pile it high by the harbour, throw in some beach chairs and recliners, a collection of chairs and benches, some palm trees and of course outdoor heating!Wooden structures usually serve as large bars and most beach bars, including this one, serve a small selection of food as well. Though the real reason to come here is to stick your feet in the sand and slurp a cocktail or two. Many Hamburgers like to come to these bars after work to chill out a bit in the spring and summer. You can watch the industry harbour from here, which is a nice offset for the kitsch tropical decor of Strand Pauli. It's a brilliant place to grab a nice drink after a long day, though it does get crowded at times. As long as you can grab some comfy seating, just sit back and enjoy!"
3,"The Hamburg Dungeon is an interactive journey through the dark history of Hamburg, with actors explaining about e.g. Black Death, the great fire or pirate Störtebeker. Within groups you enter room by room, where the actors wait for you. Everything is a little spooky and therefore there is a minimum age of 10 years old to enter the Dungeon. Enjoy!"
4,"Really good oriental food. A really nice and cosy place too. Looks good from the outside as it does from the inside. The food is fresh and quick for a very reasonable price. It was crowded but not too loud. I went there with two friends. We all had different meals but everything arrived at the same time. The kumpir was perfectly cooked and the topping was delicious. My friend had a mixed starter plate which we shared but couldn't finish at all. The tea was perfect with the flavoures of our meals.Service was pretty friendly as well. Actually as I write this review, I am getting hungry and want to go there immediately I recommend this place for anyone who wants solid, good food and nice atmosphere before going out."
4,"My favorite falafel place ever!!! I used to live in Hamburg and bike here often. My favorite was the falafel Teller box. So many delicious things on one plate. They make them in house and hot and fresh in front of you. I also like their mint tea. And they were always friendly even though I didn't speak German well. I live back in San Francisco now, but my boyfriend and his band are in Hamburg today to play a concert and I told him to go here! He has heard me talk about it a bunch!Totally worth the visit and it's in a great neighborhood w tons of rad shops near by."
4,"Delicious! This place was small, but with a great personality.  The food was great and they gave my boyfriend and I huge portions.  I had the lox bagel with eggs and he had a fried mix fish platter.  The menu was in German and so we just used Google translate.  The staff was nice, attentive, and spoke some English.  No wifi."
3,"Don't know why Oma decided to name this place Apotheke, when it is in fact a bar / restaurant, but however bad his marketing skills are there is no doubt he cook some banging food. I played it safe with a tasty French Onion soup inside a bowl made of bread (only ever seen this done previously in Austria), which was gorgeous and more than enough for a meal in its own right. Bargain for the 5EUR it cost me. My fellow dinner guests followed suit, except for one brave soul who plumped for the cheeseburger, which was so big it could have given Chunk (thebestsportsblog.com/im…) a run for his money."
3,"Really nice new-ish place on the catwalk that is Schuterblatt, hence, a bloody good venue from which to enjoy a cold Augustinabrau. The signs on the toilet doors to indicate the correct genders permitted are not to be missed!"
3,Bored on Sunday night and want to drink till 4am with loads of old people instead of thinking about work? Here's your venue!
2,"I found the place a bit over-priced for what you get. Standard Thai food without that extensive a menu. Further, service was mediocre at best. No one went the extra mile and it was default all night. Lots of people have already spoken well of the location and ambiance. I'd say it's good but not outstanding. There are better views of the harbor as well as in the Hafencity. Finally, I found the bathrooms to not be that clean. I was already there pretty late in the evening but if you are going to charge these prices, make sure someone is regularly keeping the washrooms tidy. I probably wouldn't go back, mostly due to the pricing for average Thai food. It's worth checking out though if you must do something in the Hafencity and you like Thai. Maybe we just hit a bad night for the chef."
4,"My boyfriend and I had dinner here during our stay in Hamburg and I can safely say it was the best meal of my life. Armando was incredibly friendly and accommodating (since I'm a vegetarian.) Each of the four courses was better than the last, and the wine pairing was excellent. Would recommend to anyone who enjoys food. Wonderful, wonderful experience!"
3,The BallinStadt Auswanderermuseum is located close to Veddel S-Bahn Station at the old location where the emigrants stayed before the left for their new lives. The museum explains the lives of the emigrants in Hamburg and shows where they emigrated to. It is also possible to search for ancestors but I was a bit disappointed that there was not a good explanation how to search.
4,"Amazing place to spend your day. Depending on how crowded it is and what you prefer to do, you can easily spend hours here. You can also only send an hour or two if that's your preference. I was with a group no one in the group had been there before. It also shares a building with a Dungeon museum as well. It's a few flights of stairs up to the ticket area and there is an elevator as well. The lines are split up into no reservations, reservations, and private tours I believe was the last one. The day we went was very very busy. When we went to buy tickets we had the option of waiting a few hours until the crowd thinned out or come back later that night. There was a store and cafeteria that also served as the waiting area I believe but we chose to come back later. I thought it paid off as it wasn't as busy later in the night. It was open until 1 am which was great but surprising. The souvenier store serves as the entrance and exit. There are tons of good toys and trinkets which I bought a few on the way out. We didn't get a chance to eat at the cafeteria but it looked like typical cafeteria food with drinks and snacks as well. The seating area, which there were tons of seats, was all old airplane seats. Mostly two seaters facing each other with tables. Cool set up. The actual museum starts with the history of the museum and how it started. They have headsets, which are in English as well, that explain the first few exhibits. The workshop areas were also here. Because of how late it was, they were all pretty empty. Once you get past that, the ""real"" part of the museum starts. Miniature set ups of all types. Sweden, USA, Scandinavia, Germany, Switzerland, Austria, and a few more I believe. There is also a working airport as well and other little random displays. If I had to use one word, mind blowing would be it. The amount of detail and the displays are amazing. There was a set up of a live out door festival which was pretty spot on, like almost everything there. The displays also change times of the day, I want to say every 15 minutes or so, so the same displays now come to life via the night. Lights turn on, headlights, street lights, etc, Many parts are also moving with a push of the button so there is tons to see whether its night or day. This is where you can send hours on each display just studying all of the little things going on. Most of the displays also have a ledge to stand on so you can lean over and see closer. This is also where big crowds here can get difficult. The working airport is one of my favorite parts. Planes of all types take off and land and gate and refuel, load, etc. It's pretty amazing. If you're a Star Wars fan, there are definitely a few references which you'll have to pay attention to spot. Definitely one of the coolest places I've been to in a very long time. I will definitely be back."
3,"Thanks for the great experience. The place had it all, great tasting food and beer. Staff was friendly. Great ambiance. We had no problem getting seated or finding parking. Odd location and a bit tricky to get to.Thanks for the positive experience."
3,"This little beach bar is a Hamburg institution. Little did I know when I got there on a beautiful Sunday afternoon that they're actually open year-round. You can't really miss it as it's located in an old hut right at the beach Övelgönne.With 37F out there people were sunbathing (wrapped in their jackets like Eskimos, of course) and it's clear that this is one of Hamburg's hot spots to chill (or walk the beach).Strandperle serves coffee & tea, as well as soups and snacks. It's usually packed but the line moved quickly when I was there.I admit that I'm a tourist in Hamburg but this place is on my list whenever I'm back in the city."
4,"Great burgers, nice staff, and plenty of outside seating protected from the rain."
4,"I seriously can't believe that I forgot to review Gloria. Busy busy I guess. Anyway I've been a few times for their Sunday brunch buffet. It's not cheap at EUR13, but boy is it good! Check out the photos..."
4,"This is a great place to go to if you want to see loads of sharks and other wild animals but my experience was pretty differant as i was there for Qype's 5th Birthday which was amazing.The hospitality was good as it was a champagne reception and nice food, but as the night went on it got better but maybe it was due to the unlimited bar tab lol but i would definatly go back and take my son for the sharks and other wild life."
4,"The best burger's restaurant, I've ever been. Burger was delicious had a lot of ingredients and perfect grilled meat."
4,"I came here for breakfast and it was very good. I got sunny side up eggs with toast. The egg yolks were way over done, but besides that it was very good (and the chives in the eggs were good - although they are .50 euros more). The fruit in yogurt was okay - nothing special, but the fruit itself was very good and a generous amount. The ginger tea was also interesting."
4,"Just go to this restaurant. If you want to eat the food that's cooked in India, this is the place. We took chicken palak and okra thali and samosa as starters. Oh god! I never ate samosa taste like how it should be before I came here. The food was tasty, filling and quick. This is how you would probably eat at food corners in India. Go badshah!"
4,"As an Asian, I have to say the dish: number 54 reminds me of what I had back in  Asia. Really great and I'm positing this for the Asians, if you want really good 酸笋鸭米粉汤面 ( duck with bamboo, #54)this is the place! There is no other places in Hamburg which has this soup! (in 2015) The service was good and fast. taste exactly like what I expected a Vietnamese restaurant should have. ;) PS : I'm also positing some pictures , which I would recommend to order. ;)"
3,"Scandinavian style, with wooden tables. They also have toys and books to keep the kids entertained. The menu is in german but the waitress kindly translated it for us. They have tasty dishes for an healthy lunch."
4,I didn't try the sweet goodies; instead I had a pasta. Pretty delicious at a very cheap price.
4,Very nice place. Friendly people. Brunch has very good choice of different meals.
3,Don't know much about sushi. But at least that one was the best i've ever had. I recommend the beef topping.
3,"This place is always packed with young people. Very nice atmosphere and extremely cheap coffee. You can buy there soft drinks, snacks and cakes too."
4,"The ""Strandperle"" is located at the beach in Övelgönne. To get here - you can take the ferry from Landungsbrücken or the bus from the main station (approx. 20 minutes). It is one of the best places to chill out in Hamburg. You can buy lots of kinds of drinks and some nice snacks at the ""Strandperle""."
4,"Ich war das erste Mal im Locks und war total begeistert. Der Service war erste Klasse und das Essen oberlecker. Es war knacke voll ab 19 Uhr, aber für mich steht fest ... ich weiß, wo ich wieder hin gehe."
1,"Should have listened to the reviews. We waited an hour (we were told upfront though that we'd have to wait a bit as they were too busy until 4pm) but it was quite a let-down especially for the price. Two meager lamb ""bon-bons"" on sautéed spinach and boiled potatoes. Dry bird on the same spinach-potato bed in some canned tasting tomato-sauce. The only good thing was the homemade tea lemonade. Ambience is ok but overpriced and meh. Lackluster service. Spend your dollars elsewhere."
3,"Very nice authentic Mexican restaurant. Good food, and pleasant service. Our waiter didn't know anything about the food or about drinks but he always had a smile on his face which made everything great. Would go here again"
3,"ruehrei war lecker, orientalisches Fruehstueck haette groesser ausfallen koennen"
3,"I very much enjoyed my visit to Golden! I was staying at a hotel down the street, and decided I had a taste for Chinese food. Seeing that there was a positively-reviewed place just a short walk away, I decided to get take away and bring it back to my room.The staff was very friendly when I arrived. After a few minutes looking over the menu, I decided on a beef dish that was supposed to be spicy. Unfortunately, I do not remember the exact name of the dish. While I waited, I looked around the restaurant itself which was clean and comfortable, if not a little dark. The food came out relatively quickly, and I walked back to my hotel. Once settled down, I ripped in to the bag and found a lot of food (for the price), and it was very delicious as well! The dish was not very spicy, which was disappointing, but I am used to that - most places are not spicy enough for me.I would certainly return to Golden if I were in the area for the friendly staff, good prices and delicious food."
0,"The burgers do not taste very good. The double patty burgers have the same amount of meat as a standard single patty burger. I ordered a rare hamburger and it came as well done. My girlfriend ordered a cheeseburger and it came with burnt cheese. When we sent it back, they said it was supposed to be crusty cheese. Cheese melted to a crust can be delicious, however the cheese was just burnt. I recommend going to the Brooklyn burger bar, its very close. Make reservations."
3,"Very nice experience!  The food was surprisingly fresh tasting for a chain.  The salad was good, I highly recommend when getting a sandwich or a soup (as I did) adding the salad for and extra euro.  Everything can be taken to go!  Something I have noticed becoming the ""new trend"" in gastronomy in Hamburg.  I can remember when even coffee was never served in a togo cup!Dean & David was great! Nice location and decor.  Free Wifi if you are looking for a nice place to get some work done!Check it out!"
4,"The food is amazing, once you get into the place it doesn't looks good but it is worth it"
4,"Excellent food and service! They were very nice and polite, it was an amazing experience. And the price is completely affordable. Excellent option for breakfast!"
